"","country","species","latitude","longitude","year_start","year_end"
"34201","Brazil","Aedes albopictus",-27.25,-49.75,2014,2014
"34202","Brazil","Aedes albopictus",-27.25,-53.25,2014,2014
"34211","Brazil","Aedes albopictus",-27.25,-51.25,2014,2014
"34218","Brazil","Aedes albopictus",-27.25,-54.25,2014,2014
"34233","Brazil","Aedes albopictus",-27.25,-52.25,2014,2014
"34239","Brazil","Aedes albopictus",-27.25,-50.75,2014,2014
"34243","Brazil","Aedes albopictus",-27.25,-50.25,2014,2014
"34245","Brazil","Aedes albopictus",-27.25,-52.75,2014,2014
"34276","Brazil","Aedes albopictus",-26.75,-49.25,2014,2014
"34277","Brazil","Aedes albopictus",-26.75,-53.75,2014,2014
"34278","Brazil","Aedes albopictus",-26.75,-51.25,2014,2014
"34279","Brazil","Aedes albopictus",-26.75,-49.75,2014,2014
"34280","Brazil","Aedes albopictus",-26.75,-53.25,2014,2014
"34281","Brazil","Aedes albopictus",-26.75,-52.75,2014,2014
"34285","Brazil","Aedes albopictus",-26.75,-48.75,2014,2014
"34287","Brazil","Aedes albopictus",-26.75,-50.25,2014,2014
"34297","Brazil","Aedes albopictus",-26.75,-52.25,2014,2014
"34310","Brazil","Aedes albopictus",-26.75,-51.75,2014,2014
"34339","Brazil","Aedes albopictus",-26.75,-50.75,2014,2014
"34352","Brazil","Aedes albopictus",-26.25,-52.75,2014,2014
"34353","Brazil","Aedes albopictus",-26.25,-51.25,2014,2014
"34354","Brazil","Aedes albopictus",-26.25,-53.75,2014,2014
"34355","Brazil","Aedes albopictus",-26.25,-48.75,2014,2014
"34356","Brazil","Aedes albopictus",-26.25,-53.25,2014,2014
"34358","Brazil","Aedes albopictus",-26.25,-49.75,2014,2014
"34361","Brazil","Aedes albopictus",-26.25,-49.25,2014,2014
"34364","Brazil","Aedes albopictus",-26.25,-51.75,2014,2014
"34370","Brazil","Aedes albopictus",-26.25,-52.25,2014,2014
"34371","Brazil","Aedes albopictus",-26.25,-50.25,2014,2014
"34383","Brazil","Aedes albopictus",-26.25,-50.75,2014,2014
"34404","Brazil","Aedes albopictus",-25.75,-52.75,2014,2014
"34406","Brazil","Aedes albopictus",-25.75,-49.75,2014,2014
"34407","Brazil","Aedes albopictus",-25.75,-53.75,2014,2014
"34408","Brazil","Aedes albopictus",-25.75,-50.25,2014,2014
"34411","Brazil","Aedes albopictus",-25.75,-53.25,2014,2014
"34412","Brazil","Aedes albopictus",-25.75,-50.75,2014,2014
"34413","Brazil","Aedes albopictus",-25.75,-51.25,2014,2014
"34415","Brazil","Aedes albopictus",-25.75,-49.25,2014,2014
"34418","Brazil","Aedes albopictus",-25.75,-51.75,2014,2014
"34424","Brazil","Aedes albopictus",-25.75,-48.75,2014,2014
"34425","Brazil","Aedes albopictus",-25.75,-52.25,2014,2014
"34442","Brazil","Aedes albopictus",-25.75,-48.25,2014,2014
"34457","Brazil","Aedes albopictus",-25.25,-50.75,2014,2014
"34458","Brazil","Aedes albopictus",-25.25,-49.75,2014,2014
"34459","Brazil","Aedes albopictus",-25.25,-50.25,2014,2014
"34460","Brazil","Aedes albopictus",-25.25,-54.25,2014,2014
"34461","Brazil","Aedes albopictus",-25.25,-49.25,2014,2014
"34462","Brazil","Aedes albopictus",-25.25,-53.75,2014,2014
"34463","Brazil","Aedes albopictus",-25.25,-54.75,2014,2014
"34465","Brazil","Aedes albopictus",-25.25,-53.25,2014,2014
"34466","Brazil","Aedes albopictus",-25.25,-52.75,2014,2014
"34470","Brazil","Aedes albopictus",-25.25,-52.25,2014,2014
"34473","Brazil","Aedes albopictus",-25.25,-51.75,2014,2014
"34483","Brazil","Aedes albopictus",-25.25,-48.75,2014,2014
"34488","Brazil","Aedes albopictus",-25.25,-48.25,2014,2014
"34498","Brazil","Aedes albopictus",-25.25,-51.25,2014,2014
"34508","Brazil","Aedes albopictus",-25.25,-47.75,2014,2014
"34511","Brazil","Aedes albopictus",-24.75,-52.75,2014,2014
"34512","Brazil","Aedes albopictus",-24.75,-50.75,2014,2014
"34513","Brazil","Aedes albopictus",-24.75,-53.75,2014,2014
"34514","Brazil","Aedes albopictus",-24.75,-54.25,2014,2014
"34515","Brazil","Aedes albopictus",-24.75,-51.75,2014,2014
"34516","Brazil","Aedes albopictus",-24.75,-48.75,2014,2014
"34518","Brazil","Aedes albopictus",-24.75,-53.25,2014,2014
"34520","Brazil","Aedes albopictus",-24.75,-50.25,2014,2014
"34521","Brazil","Aedes albopictus",-24.75,-52.25,2014,2014
"34523","Brazil","Aedes albopictus",-24.75,-49.25,2014,2014
"34524","Brazil","Aedes albopictus",-24.75,-48.25,2014,2014
"34526","Brazil","Aedes albopictus",-24.75,-47.75,2014,2014
"34530","Brazil","Aedes albopictus",-24.75,-49.75,2014,2014
"34543","Brazil","Aedes albopictus",-24.75,-51.25,2014,2014
"34555","Brazil","Aedes albopictus",-24.75,-47.25,2014,2014
"34564","Brazil","Aedes albopictus",-24.25,-53.25,2014,2014
"34565","Brazil","Aedes albopictus",-24.25,-48.75,2014,2014
"34566","Brazil","Aedes albopictus",-24.25,-53.75,2014,2014
"34569","Brazil","Aedes albopictus",-24.25,-49.75,2014,2014
"34570","Brazil","Aedes albopictus",-24.25,-49.25,2014,2014
"34571","Brazil","Aedes albopictus",-24.25,-50.75,2014,2014
"34572","Brazil","Aedes albopictus",-24.25,-54.25,2014,2014
"34574","Brazil","Aedes albopictus",-24.25,-51.75,2014,2014
"34577","Brazil","Aedes albopictus",-24.25,-52.75,2014,2014
"34579","Brazil","Aedes albopictus",-24.25,-52.25,2014,2014
"34582","Brazil","Aedes albopictus",-24.25,-51.25,2014,2014
"34589","Brazil","Aedes albopictus",-24.25,-47.75,2014,2014
"34591","Brazil","Aedes albopictus",-24.25,-47.25,2014,2014
"34605","Brazil","Aedes albopictus",-24.25,-50.25,2014,2014
"34607","Brazil","Aedes albopictus",-24.25,-48.25,2014,2014
"34619","Brazil","Aedes albopictus",-24.25,-46.75,2014,2014
"34631","Brazil","Aedes albopictus",-23.75,-51.25,2014,2014
"34632","Brazil","Aedes albopictus",-23.75,-51.75,2014,2014
"34634","Brazil","Aedes albopictus",-23.75,-47.75,2014,2014
"34635","Brazil","Aedes albopictus",-23.75,-50.75,2014,2014
"34636","Brazil","Aedes albopictus",-23.75,-53.25,2014,2014
"34637","Brazil","Aedes albopictus",-23.75,-53.75,2014,2014
"34638","Brazil","Aedes albopictus",-23.75,-49.75,2014,2014
"34639","Brazil","Aedes albopictus",-23.75,-46.75,2014,2014
"34641","Brazil","Aedes albopictus",-23.75,-47.25,2014,2014
"34642","Brazil","Aedes albopictus",-23.75,-46.25,2014,2014
"34643","Brazil","Aedes albopictus",-23.75,-54.25,2014,2014
"34644","Brazil","Aedes albopictus",-23.75,-48.75,2014,2014
"34645","Brazil","Aedes albopictus",-23.75,-48.25,2014,2014
"34646","Brazil","Aedes albopictus",-23.75,-52.25,2014,2014
"34647","Brazil","Aedes albopictus",-23.75,-52.75,2014,2014
"34650","Brazil","Aedes albopictus",-23.75,-49.25,2014,2014
"34655","Brazil","Aedes albopictus",-23.75,-50.25,2014,2014
"34665","Brazil","Aedes albopictus",-23.75,-45.25,2014,2014
"34669","Brazil","Aedes albopictus",-23.75,-54.75,2014,2014
"34682","Brazil","Aedes albopictus",-23.75,-45.75,2014,2014
"34689","Brazil","Aedes albopictus",-23.75,-55.25,2014,2014
"34757","Brazil","Aedes albopictus",-23.25,-51.75,2014,2014
"34758","Brazil","Aedes albopictus",-23.25,-52.75,2014,2014
"34760","Brazil","Aedes albopictus",-23.25,-51.25,2014,2014
"34761","Brazil","Aedes albopictus",-23.25,-49.25,2014,2014
"34762","Brazil","Aedes albopictus",-23.25,-45.75,2014,2014
"34763","Brazil","Aedes albopictus",-23.25,-47.75,2014,2014
"34764","Brazil","Aedes albopictus",-23.25,-50.25,2014,2014
"34766","Brazil","Aedes albopictus",-23.25,-47.25,2014,2014
"34769","Brazil","Aedes albopictus",-23.25,-46.25,2014,2014
"34770","Brazil","Aedes albopictus",-23.25,-52.25,2014,2014
"34772","Brazil","Aedes albopictus",-23.25,-49.75,2014,2014
"34773","Brazil","Aedes albopictus",-23.25,-50.75,2014,2014
"34774","Brazil","Aedes albopictus",-23.25,-48.75,2014,2014
"34775","Brazil","Aedes albopictus",-23.25,-48.25,2014,2014
"34776","Brazil","Aedes albopictus",-23.25,-46.75,2014,2014
"34782","Brazil","Aedes albopictus",-23.25,-45.25,2014,2014
"34785","Brazil","Aedes albopictus",-23.25,-53.25,2014,2014
"34792","Brazil","Aedes albopictus",-23.25,-44.75,2014,2014
"34801","Brazil","Aedes albopictus",-23.25,-53.75,2014,2014
"34839","Brazil","Aedes albopictus",-23.25,-54.75,2014,2014
"34913","Brazil","Aedes albopictus",-22.75,-50.25,2014,2014
"34914","Brazil","Aedes albopictus",-22.75,-51.25,2014,2014
"34916","Brazil","Aedes albopictus",-22.75,-47.75,2014,2014
"34917","Brazil","Aedes albopictus",-22.75,-52.25,2014,2014
"34918","Brazil","Aedes albopictus",-22.75,-46.75,2014,2014
"34919","Brazil","Aedes albopictus",-22.75,-51.75,2014,2014
"34920","Brazil","Aedes albopictus",-22.75,-53.25,2014,2014
"34921","Brazil","Aedes albopictus",-22.75,-49.25,2014,2014
"34922","Brazil","Aedes albopictus",-22.75,-48.25,2014,2014
"34924","Brazil","Aedes albopictus",-22.75,-49.75,2014,2014
"34925","Brazil","Aedes albopictus",-22.75,-47.25,2014,2014
"34926","Brazil","Aedes albopictus",-22.75,-50.75,2014,2014
"34927","Brazil","Aedes albopictus",-22.75,-44.25,2014,2014
"34930","Brazil","Aedes albopictus",-22.75,-43.25,2014,2014
"34931","Brazil","Aedes albopictus",-22.75,-45.75,2014,2014
"34934","Brazil","Aedes albopictus",-22.75,-46.25,2014,2014
"34935","Brazil","Aedes albopictus",-22.75,-45.25,2014,2014
"34936","Brazil","Aedes albopictus",-22.75,-52.75,2014,2014
"34939","Brazil","Aedes albopictus",-22.75,-42.75,2014,2014
"34960","Brazil","Aedes albopictus",-22.75,-42.25,2014,2014
"34966","Brazil","Aedes albopictus",-22.75,-54.25,2014,2014
"34969","Brazil","Aedes albopictus",-22.75,-48.75,2014,2014
"34972","Brazil","Aedes albopictus",-22.75,-43.75,2014,2014
"34989","Brazil","Aedes albopictus",-22.75,-41.75,2014,2014
"34995","Brazil","Aedes albopictus",-22.75,-44.75,2014,2014
"35086","Brazil","Aedes albopictus",-22.25,-45.75,2014,2014
"35087","Brazil","Aedes albopictus",-22.25,-46.25,2014,2014
"35088","Brazil","Aedes albopictus",-22.25,-44.25,2014,2014
"35089","Brazil","Aedes albopictus",-22.25,-51.75,2014,2014
"35090","Brazil","Aedes albopictus",-22.25,-49.25,2014,2014
"35091","Brazil","Aedes albopictus",-22.25,-52.75,2014,2014
"35092","Brazil","Aedes albopictus",-22.25,-48.75,2014,2014
"35093","Brazil","Aedes albopictus",-22.25,-47.25,2014,2014
"35095","Brazil","Aedes albopictus",-22.25,-42.25,2014,2014
"35096","Brazil","Aedes albopictus",-22.25,-46.75,2014,2014
"35097","Brazil","Aedes albopictus",-22.25,-47.75,2014,2014
"35098","Brazil","Aedes albopictus",-22.25,-41.75,2014,2014
"35100","Brazil","Aedes albopictus",-22.25,-48.25,2014,2014
"35101","Brazil","Aedes albopictus",-22.25,-50.75,2014,2014
"35104","Brazil","Aedes albopictus",-22.25,-49.75,2014,2014
"35107","Brazil","Aedes albopictus",-22.25,-44.75,2014,2014
"35110","Brazil","Aedes albopictus",-22.25,-45.25,2014,2014
"35116","Brazil","Aedes albopictus",-22.25,-52.25,2014,2014
"35117","Brazil","Aedes albopictus",-22.25,-43.75,2014,2014
"35118","Brazil","Aedes albopictus",-22.25,-50.25,2014,2014
"35124","Brazil","Aedes albopictus",-22.25,-43.25,2014,2014
"35134","Brazil","Aedes albopictus",-22.25,-51.25,2014,2014
"35138","Brazil","Aedes albopictus",-22.25,-54.25,2014,2014
"35147","Brazil","Aedes albopictus",-22.25,-42.75,2014,2014
"35177","Brazil","Aedes albopictus",-22.25,-55.75,2014,2014
"35192","Brazil","Aedes albopictus",-22.25,-54.75,2014,2014
"35209","Brazil","Aedes albopictus",-22.25,-41.25,2014,2014
"35237","Brazil","Aedes albopictus",-21.75,-46.25,2014,2014
"35238","Brazil","Aedes albopictus",-21.75,-45.75,2014,2014
"35239","Brazil","Aedes albopictus",-21.75,-54.75,2014,2014
"35240","Brazil","Aedes albopictus",-21.75,-45.25,2014,2014
"35241","Brazil","Aedes albopictus",-21.75,-44.75,2014,2014
"35242","Brazil","Aedes albopictus",-21.75,-43.25,2014,2014
"35243","Brazil","Aedes albopictus",-21.75,-49.75,2014,2014
"35244","Brazil","Aedes albopictus",-21.75,-47.25,2014,2014
"35246","Brazil","Aedes albopictus",-21.75,-46.75,2014,2014
"35248","Brazil","Aedes albopictus",-21.75,-51.25,2014,2014
"35249","Brazil","Aedes albopictus",-21.75,-43.75,2014,2014
"35250","Brazil","Aedes albopictus",-21.75,-50.75,2014,2014
"35251","Brazil","Aedes albopictus",-21.75,-41.75,2014,2014
"35253","Brazil","Aedes albopictus",-21.75,-48.25,2014,2014
"35257","Brazil","Aedes albopictus",-21.75,-50.25,2014,2014
"35260","Brazil","Aedes albopictus",-21.75,-44.25,2014,2014
"35265","Brazil","Aedes albopictus",-21.75,-57.25,2014,2014
"35267","Brazil","Aedes albopictus",-21.75,-42.75,2014,2014
"35270","Brazil","Aedes albopictus",-21.75,-49.25,2014,2014
"35272","Brazil","Aedes albopictus",-21.75,-52.25,2014,2014
"35273","Brazil","Aedes albopictus",-21.75,-47.75,2014,2014
"35276","Brazil","Aedes albopictus",-21.75,-42.25,2014,2014
"35281","Brazil","Aedes albopictus",-21.75,-52.75,2014,2014
"35288","Brazil","Aedes albopictus",-21.75,-51.75,2014,2014
"35302","Brazil","Aedes albopictus",-21.75,-48.75,2014,2014
"35310","Brazil","Aedes albopictus",-21.75,-41.25,2014,2014
"35346","Brazil","Aedes albopictus",-21.75,-54.25,2014,2014
"35389","Brazil","Aedes albopictus",-21.25,-49.75,2014,2014
"35390","Brazil","Aedes albopictus",-21.25,-44.25,2014,2014
"35392","Brazil","Aedes albopictus",-21.25,-41.75,2014,2014
"35393","Brazil","Aedes albopictus",-21.25,-46.25,2014,2014
"35395","Brazil","Aedes albopictus",-21.25,-43.75,2014,2014
"35396","Brazil","Aedes albopictus",-21.25,-43.25,2014,2014
"35397","Brazil","Aedes albopictus",-21.25,-49.25,2014,2014
"35398","Brazil","Aedes albopictus",-21.25,-44.75,2014,2014
"35399","Brazil","Aedes albopictus",-21.25,-51.25,2014,2014
"35401","Brazil","Aedes albopictus",-21.25,-47.75,2014,2014
"35403","Brazil","Aedes albopictus",-21.25,-45.75,2014,2014
"35404","Brazil","Aedes albopictus",-21.25,-51.75,2014,2014
"35405","Brazil","Aedes albopictus",-21.25,-54.25,2014,2014
"35406","Brazil","Aedes albopictus",-21.25,-46.75,2014,2014
"35408","Brazil","Aedes albopictus",-21.25,-45.25,2014,2014
"35409","Brazil","Aedes albopictus",-21.25,-41.25,2014,2014
"35411","Brazil","Aedes albopictus",-21.25,-47.25,2014,2014
"35412","Brazil","Aedes albopictus",-21.25,-42.75,2014,2014
"35413","Brazil","Aedes albopictus",-21.25,-48.75,2014,2014
"35414","Brazil","Aedes albopictus",-21.25,-42.25,2014,2014
"35418","Brazil","Aedes albopictus",-21.25,-50.25,2014,2014
"35420","Brazil","Aedes albopictus",-21.25,-48.25,2014,2014
"35436","Brazil","Aedes albopictus",-21.25,-50.75,2014,2014
"35477","Brazil","Aedes albopictus",-21.25,-52.75,2014,2014
"35512","Brazil","Aedes albopictus",-21.25,-55.75,2014,2014
"35522","Brazil","Aedes albopictus",-21.25,-40.75,2014,2014
"35526","Brazil","Aedes albopictus",-21.25,-54.75,2014,2014
"35537","Brazil","Aedes albopictus",-21.25,-52.25,2014,2014
"35556","Brazil","Aedes albopictus",-20.75,-48.25,2014,2014
"35557","Brazil","Aedes albopictus",-20.75,-47.75,2014,2014
"35558","Brazil","Aedes albopictus",-20.75,-43.75,2014,2014
"35559","Brazil","Aedes albopictus",-20.75,-42.25,2014,2014
"35560","Brazil","Aedes albopictus",-20.75,-51.25,2014,2014
"35561","Brazil","Aedes albopictus",-20.75,-46.25,2014,2014
"35562","Brazil","Aedes albopictus",-20.75,-42.75,2014,2014
"35564","Brazil","Aedes albopictus",-20.75,-40.75,2014,2014
"35565","Brazil","Aedes albopictus",-20.75,-48.75,2014,2014
"35567","Brazil","Aedes albopictus",-20.75,-45.25,2014,2014
"35568","Brazil","Aedes albopictus",-20.75,-44.25,2014,2014
"35569","Brazil","Aedes albopictus",-20.75,-41.75,2014,2014
"35570","Brazil","Aedes albopictus",-20.75,-41.25,2014,2014
"35571","Brazil","Aedes albopictus",-20.75,-44.75,2014,2014
"35574","Brazil","Aedes albopictus",-20.75,-49.25,2014,2014
"35575","Brazil","Aedes albopictus",-20.75,-50.25,2014,2014
"35576","Brazil","Aedes albopictus",-20.75,-45.75,2014,2014
"35583","Brazil","Aedes albopictus",-20.75,-43.25,2014,2014
"35587","Brazil","Aedes albopictus",-20.75,-47.25,2014,2014
"35589","Brazil","Aedes albopictus",-20.75,-51.75,2014,2014
"35593","Brazil","Aedes albopictus",-20.75,-49.75,2014,2014
"35595","Brazil","Aedes albopictus",-20.75,-46.75,2014,2014
"35655","Brazil","Aedes albopictus",-20.75,-50.75,2014,2014
"35705","Brazil","Aedes albopictus",-20.25,-42.25,2014,2014
"35706","Brazil","Aedes albopictus",-20.25,-47.75,2014,2014
"35707","Brazil","Aedes albopictus",-20.25,-43.25,2014,2014
"35708","Brazil","Aedes albopictus",-20.25,-44.25,2014,2014
"35709","Brazil","Aedes albopictus",-20.25,-51.25,2014,2014
"35710","Brazil","Aedes albopictus",-20.25,-50.75,2014,2014
"35711","Brazil","Aedes albopictus",-20.25,-42.75,2014,2014
"35714","Brazil","Aedes albopictus",-20.25,-46.25,2014,2014
"35715","Brazil","Aedes albopictus",-20.25,-41.75,2014,2014
"35716","Brazil","Aedes albopictus",-20.25,-45.25,2014,2014
"35717","Brazil","Aedes albopictus",-20.25,-49.25,2014,2014
"35719","Brazil","Aedes albopictus",-20.25,-45.75,2014,2014
"35720","Brazil","Aedes albopictus",-20.25,-49.75,2014,2014
"35727","Brazil","Aedes albopictus",-20.25,-40.75,2014,2014
"35728","Brazil","Aedes albopictus",-20.25,-40.25,2014,2014
"35732","Brazil","Aedes albopictus",-20.25,-50.25,2014,2014
"35734","Brazil","Aedes albopictus",-20.25,-52.25,2014,2014
"35736","Brazil","Aedes albopictus",-20.25,-41.25,2014,2014
"35737","Brazil","Aedes albopictus",-20.25,-44.75,2014,2014
"35740","Brazil","Aedes albopictus",-20.25,-43.75,2014,2014
"35742","Brazil","Aedes albopictus",-20.25,-47.25,2014,2014
"35748","Brazil","Aedes albopictus",-20.25,-46.75,2014,2014
"35755","Brazil","Aedes albopictus",-20.25,-48.25,2014,2014
"35773","Brazil","Aedes albopictus",-20.25,-48.75,2014,2014
"35846","Brazil","Aedes albopictus",-20.25,-52.75,2014,2014
"35847","Brazil","Aedes albopictus",-19.75,-42.25,2014,2014
"35848","Brazil","Aedes albopictus",-19.75,-45.25,2014,2014
"35849","Brazil","Aedes albopictus",-19.75,-48.25,2014,2014
"35850","Brazil","Aedes albopictus",-19.75,-43.75,2014,2014
"35851","Brazil","Aedes albopictus",-19.75,-54.75,2014,2014
"35852","Brazil","Aedes albopictus",-19.75,-44.75,2014,2014
"35854","Brazil","Aedes albopictus",-19.75,-43.25,2014,2014
"35855","Brazil","Aedes albopictus",-19.75,-50.25,2014,2014
"35856","Brazil","Aedes albopictus",-19.75,-44.25,2014,2014
"35857","Brazil","Aedes albopictus",-19.75,-40.75,2014,2014
"35858","Brazil","Aedes albopictus",-19.75,-40.25,2014,2014
"35860","Brazil","Aedes albopictus",-19.75,-48.75,2014,2014
"35863","Brazil","Aedes albopictus",-19.75,-42.75,2014,2014
"35864","Brazil","Aedes albopictus",-19.75,-41.25,2014,2014
"35865","Brazil","Aedes albopictus",-19.75,-47.75,2014,2014
"35868","Brazil","Aedes albopictus",-19.75,-50.75,2014,2014
"35869","Brazil","Aedes albopictus",-19.75,-41.75,2014,2014
"35876","Brazil","Aedes albopictus",-19.75,-46.25,2014,2014
"35879","Brazil","Aedes albopictus",-19.75,-45.75,2014,2014
"35883","Brazil","Aedes albopictus",-19.75,-47.25,2014,2014
"35897","Brazil","Aedes albopictus",-19.75,-49.75,2014,2014
"35902","Brazil","Aedes albopictus",-19.75,-49.25,2014,2014
"35925","Brazil","Aedes albopictus",-19.75,-51.75,2014,2014
"35930","Brazil","Aedes albopictus",-19.75,-46.75,2014,2014
"35950","Brazil","Aedes albopictus",-19.75,-51.25,2014,2014
"35951","Brazil","Aedes albopictus",-19.75,-56.25,2014,2014
"35961","Brazil","Aedes albopictus",-19.25,-49.75,2014,2014
"35962","Brazil","Aedes albopictus",-19.25,-41.75,2014,2014
"35963","Brazil","Aedes albopictus",-19.25,-40.75,2014,2014
"35964","Brazil","Aedes albopictus",-19.25,-44.25,2014,2014
"35966","Brazil","Aedes albopictus",-19.25,-42.75,2014,2014
"35967","Brazil","Aedes albopictus",-19.25,-54.75,2014,2014
"35970","Brazil","Aedes albopictus",-19.25,-47.25,2014,2014
"35972","Brazil","Aedes albopictus",-19.25,-43.75,2014,2014
"35974","Brazil","Aedes albopictus",-19.25,-50.75,2014,2014
"35975","Brazil","Aedes albopictus",-19.25,-43.25,2014,2014
"35976","Brazil","Aedes albopictus",-19.25,-50.25,2014,2014
"35977","Brazil","Aedes albopictus",-19.25,-41.25,2014,2014
"35978","Brazil","Aedes albopictus",-19.25,-42.25,2014,2014
"35981","Brazil","Aedes albopictus",-19.25,-45.25,2014,2014
"35982","Brazil","Aedes albopictus",-19.25,-47.75,2014,2014
"35983","Brazil","Aedes albopictus",-19.25,-45.75,2014,2014
"35985","Brazil","Aedes albopictus",-19.25,-44.75,2014,2014
"35992","Brazil","Aedes albopictus",-19.25,-40.25,2014,2014
"35994","Brazil","Aedes albopictus",-19.25,-53.75,2014,2014
"35998","Brazil","Aedes albopictus",-19.25,-48.75,2014,2014
"36005","Brazil","Aedes albopictus",-19.25,-46.25,2014,2014
"36025","Brazil","Aedes albopictus",-19.25,-46.75,2014,2014
"36034","Brazil","Aedes albopictus",-19.25,-52.25,2014,2014
"36046","Brazil","Aedes albopictus",-18.75,-48.25,2014,2014
"36047","Brazil","Aedes albopictus",-18.75,-42.25,2014,2014
"36048","Brazil","Aedes albopictus",-18.75,-40.75,2014,2014
"36049","Brazil","Aedes albopictus",-18.75,-41.25,2014,2014
"36050","Brazil","Aedes albopictus",-18.75,-49.75,2014,2014
"36051","Brazil","Aedes albopictus",-18.75,-47.25,2014,2014
"36052","Brazil","Aedes albopictus",-18.75,-50.25,2014,2014
"36053","Brazil","Aedes albopictus",-18.75,-39.75,2014,2014
"36054","Brazil","Aedes albopictus",-18.75,-47.75,2014,2014
"36055","Brazil","Aedes albopictus",-18.75,-46.75,2014,2014
"36056","Brazil","Aedes albopictus",-18.75,-40.25,2014,2014
"36058","Brazil","Aedes albopictus",-18.75,-43.25,2014,2014
"36063","Brazil","Aedes albopictus",-18.75,-45.25,2014,2014
"36064","Brazil","Aedes albopictus",-18.75,-43.75,2014,2014
"36066","Brazil","Aedes albopictus",-18.75,-41.75,2014,2014
"36068","Brazil","Aedes albopictus",-18.75,-46.25,2014,2014
"36072","Brazil","Aedes albopictus",-18.75,-42.75,2014,2014
"36073","Brazil","Aedes albopictus",-18.75,-45.75,2014,2014
"36074","Brazil","Aedes albopictus",-18.75,-48.75,2014,2014
"36075","Brazil","Aedes albopictus",-18.75,-52.25,2014,2014
"36076","Brazil","Aedes albopictus",-18.75,-50.75,2014,2014
"36082","Brazil","Aedes albopictus",-18.75,-54.75,2014,2014
"36086","Brazil","Aedes albopictus",-18.75,-44.25,2014,2014
"36089","Brazil","Aedes albopictus",-18.75,-49.25,2014,2014
"36093","Brazil","Aedes albopictus",-18.75,-51.25,2014,2014
"36097","Brazil","Aedes albopictus",-18.75,-44.75,2014,2014
"36107","Brazil","Aedes albopictus",-18.75,-53.25,2014,2014
"36128","Brazil","Aedes albopictus",-18.25,-43.25,2014,2014
"36129","Brazil","Aedes albopictus",-18.25,-49.75,2014,2014
"36130","Brazil","Aedes albopictus",-18.25,-41.25,2014,2014
"36131","Brazil","Aedes albopictus",-18.25,-42.25,2014,2014
"36132","Brazil","Aedes albopictus",-18.25,-41.75,2014,2014
"36133","Brazil","Aedes albopictus",-18.25,-43.75,2014,2014
"36134","Brazil","Aedes albopictus",-18.25,-49.25,2014,2014
"36135","Brazil","Aedes albopictus",-18.25,-40.25,2014,2014
"36138","Brazil","Aedes albopictus",-18.25,-45.75,2014,2014
"36139","Brazil","Aedes albopictus",-18.25,-42.75,2014,2014
"36140","Brazil","Aedes albopictus",-18.25,-50.75,2014,2014
"36141","Brazil","Aedes albopictus",-18.25,-39.75,2014,2014
"36142","Brazil","Aedes albopictus",-18.25,-47.75,2014,2014
"36145","Brazil","Aedes albopictus",-18.25,-44.25,2014,2014
"36148","Brazil","Aedes albopictus",-18.25,-52.75,2014,2014
"36150","Brazil","Aedes albopictus",-18.25,-47.25,2014,2014
"36156","Brazil","Aedes albopictus",-18.25,-48.25,2014,2014
"36157","Brazil","Aedes albopictus",-18.25,-44.75,2014,2014
"36159","Brazil","Aedes albopictus",-18.25,-45.25,2014,2014
"36161","Brazil","Aedes albopictus",-18.25,-40.75,2014,2014
"36167","Brazil","Aedes albopictus",-18.25,-53.75,2014,2014
"36168","Brazil","Aedes albopictus",-18.25,-52.25,2014,2014
"36169","Brazil","Aedes albopictus",-18.25,-51.25,2014,2014
"36175","Brazil","Aedes albopictus",-18.25,-54.75,2014,2014
"36178","Brazil","Aedes albopictus",-18.25,-46.25,2014,2014
"36186","Brazil","Aedes albopictus",-18.25,-48.75,2014,2014
"36192","Brazil","Aedes albopictus",-18.25,-46.75,2014,2014
"36195","Brazil","Aedes albopictus",-17.75,-41.75,2014,2014
"36196","Brazil","Aedes albopictus",-17.75,-49.75,2014,2014
"36197","Brazil","Aedes albopictus",-17.75,-47.75,2014,2014
"36198","Brazil","Aedes albopictus",-17.75,-48.75,2014,2014
"36199","Brazil","Aedes albopictus",-17.75,-43.75,2014,2014
"36200","Brazil","Aedes albopictus",-17.75,-51.75,2014,2014
"36201","Brazil","Aedes albopictus",-17.75,-44.75,2014,2014
"36202","Brazil","Aedes albopictus",-17.75,-46.75,2014,2014
"36203","Brazil","Aedes albopictus",-17.75,-42.25,2014,2014
"36204","Brazil","Aedes albopictus",-17.75,-42.75,2014,2014
"36207","Brazil","Aedes albopictus",-17.75,-43.25,2014,2014
"36210","Brazil","Aedes albopictus",-17.75,-49.25,2014,2014
"36211","Brazil","Aedes albopictus",-17.75,-50.75,2014,2014
"36214","Brazil","Aedes albopictus",-17.75,-40.25,2014,2014
"36215","Brazil","Aedes albopictus",-17.75,-47.25,2014,2014
"36218","Brazil","Aedes albopictus",-17.75,-51.25,2014,2014
"36222","Brazil","Aedes albopictus",-17.75,-41.25,2014,2014
"36223","Brazil","Aedes albopictus",-17.75,-40.75,2014,2014
"36224","Brazil","Aedes albopictus",-17.75,-44.25,2014,2014
"36225","Brazil","Aedes albopictus",-17.75,-45.75,2014,2014
"36228","Brazil","Aedes albopictus",-17.75,-52.75,2014,2014
"36233","Brazil","Aedes albopictus",-17.25,-52.25,2014,2014
"36234","Brazil","Aedes albopictus",-17.25,-48.25,2014,2014
"36236","Brazil","Aedes albopictus",-17.25,-44.25,2014,2014
